,location,total_sqft,bath,price,bhk
4708,Kammasandra,992.0,2.0,25.79,2
4709,Kammasandra,1030.0,1.0,25.75,2
4711,Kammasandra,1015.0,2.0,37.0,2
4713,Kammasandra,1080.0,2.0,31.99,2
4714,Kammasandra,1415.0,2.0,60.0,2
4715,Kammasandra,1057.0,2.0,35.0,2
4716,Kammasandra,982.0,2.0,25.53,2
4717,Kammasandra,1500.0,3.0,65.0,3
4718,Kammasandra,985.0,2.0,40.5,2
4719,Kammasandra,940.0,2.0,35.0,2
4721,Kammasandra,610.0,1.0,18.5,1
4722,Kanaka Nagar,2479.13,3.0,215.0,3
4723,Kanaka Nagar,1365.0,3.0,99.0,3
4724,Kanaka Nagar,2274.24,4.0,160.0,3
4725,Kanaka Nagar,1600.0,4.0,90.0,4
4726,Kanakapura,1419.0,3.0,75.0,3
4727,Kanakapura,711.0,1.0,36.0,1
4728,Kanakapura,711.0,1.0,38.0,1
4729,Kanakapura,929.0,2.0,46.0,2
4730,Kanakapura,551.0,1.0,30.0,1
4731,Kanakapura,1020.0,2.0,42.83,2
4732,Kanakapura,1699.0,3.0,97.0,3
4733,Kanakapura,1130.0,2.0,45.2,2
4734,Kanakapura,1476.0,3.0,75.0,3
4735,Kanakapura,1295.0,2.0,64.0,2
4736,Kanakapura,1160.0,2.0,46.39,2
4737,Kanakapura,1277.0,2.0,55.0,2
4738,Kanakapura,1151.0,2.0,59.0,2
4739,Kanakapura,945.0,2.0,47.0,2
4740,Kanakapura,1254.0,2.0,70.0,3
4741,Kanakapura,2200.0,3.0,121.0,3
4742,Kanakapura,1340.0,2.0,65.0,2
4744,Kanakapura,1450.0,3.0,75.0,3
4745,Kanakapura,1130.0,2.0,45.2,2
4746,Kanakapura,1283.0,2.0,68.0,2
4747,Kanakapura,2130.0,4.0,120.0,4
4749,Kanakapura,938.0,1.0,50.0,1
4750,Kanakapura,825.0,1.0,35.475,1
4751,Kanakapura,1489.0,2.0,70.0,3
4752,Kanakapura,1477.0,2.0,69.5,3
4753,Kanakpura Road,700.0,2.0,36.0,2
4754,Kanakpura Road,1665.0,3.0,88.0,3
4755,Kanakpura Road,950.0,2.0,57.0,2
4756,Kanakpura Road,2250.0,4.0,110.0,4
4758,Kanakpura Road,525.0,1.0,26.0,1
4760,Kanakpura Road,525.0,2.0,21.53,1
4763,Kanakpura Road,525.0,1.0,27.25,1
4764,Kanakpura Road,1100.0,2.0,58.0,3
4765,Kanakpura Road,525.0,1.0,30.0,1
4767,Kanakpura Road,1339.0,2.0,75.0,2
4768,Kanakpura Road,1100.0,3.0,58.0,3
4769,Kanakpura Road,525.0,1.0,26.0,1
4771,Kanakpura Road,1843.0,3.0,95.84,3
4772,Kanakpura Road,1290.0,2.0,74.0,2
4774,Kanakpura Road,1665.0,3.0,86.58,3
4776,Kanakpura Road,1542.0,2.0,85.0,3
4777,Kanakpura Road,1300.0,2.0,69.0,3
4778,Kanakpura Road,900.0,2.0,46.0,2
4781,Kanakpura Road,900.0,2.0,46.0,2
4782,Kanakpura Road,900.0,2.0,46.0,2
4783,Kanakpura Road,1495.0,2.0,90.0,2
4786,Kanakpura Road,1560.0,3.0,92.0,3
4787,Kanakpura Road,1135.0,2.0,58.0,2
4788,Kanakpura Road,3500.0,6.0,225.0,4
4789,Kanakpura Road,1420.0,2.0,75.0,3
4791,Kanakpura Road,825.0,1.0,36.29,1
4792,Kanakpura Road,983.0,2.0,50.6,2
4797,Kanakpura Road,1843.0,3.0,95.84,3
4799,Kanakpura Road,1366.0,3.0,76.85,2
4801,Kanakpura Road,525.0,1.0,25.0,1
4803,Kanakpura Road,2265.0,3.0,136.0,3
4809,Kanakpura Road,2200.0,3.0,130.0,3
4810,Kanakpura Road,525.0,1.0,30.0,1
4812,Kanakpura Road,1051.0,2.0,56.74,2
4813,Kanakpura Road,525.0,1.0,30.0,1
4818,Kanakpura Road,1300.0,3.0,69.0,3
4819,Kanakpura Road,700.0,2.0,40.0,2
4820,Kanakpura Road,458.0,1.0,19.695,1
4821,Kanakpura Road,1700.0,3.0,88.0,3
4824,Kanakpura Road,2775.0,3.0,165.0,4
4825,Kanakpura Road,1900.0,3.0,99.0,3
4826,Kanakpura Road,1290.0,2.0,80.0,2
4831,Kanakpura Road,1868.0,3.0,113.0,3
4833,Kanakpura Road,1366.0,2.0,83.0,2
4834,Kanakpura Road,700.0,2.0,40.0,2
4836,Kanakpura Road,1339.0,2.0,71.5,2
4838,Kanakpura Road,670.0,1.0,35.0,1
4845,Kanakpura Road,525.0,1.0,30.0,1
4848,Kanakpura Road,1498.0,3.0,95.0,3
4849,Kanakpura Road,525.0,2.0,27.0,1
4850,Kanakpura Road,1665.0,3.0,86.91,3
4851,Kanakpura Road,1665.0,3.0,86.58,3
4852,Kanakpura Road,712.0,1.0,38.44,1
4856,Kanakpura Road,1507.0,2.0,95.0,3
4860,Kanakpura Road,1339.0,2.0,85.0,2
4861,Kanakpura Road,525.0,1.0,27.0,1
4862,Kanakpura Road,525.0,1.0,27.5,1
4864,Kanakpura Road,525.0,1.0,26.25,1
4866,Kanakpura Road,525.0,1.0,26.0,1
4867,Kanakpura Road,1050.0,2.0,59.0,3
4868,Kanakpura Road,1600.0,3.0,90.0,3
4869,Kanakpura Road,525.0,2.0,29.25,1
4871,Kanakpura Road,800.0,2.0,41.145,2
4874,Kanakpura Road,1100.0,3.0,56.57,3
4877,Kanakpura Road,1843.0,3.0,96.2,3
4881,Kanakpura Road,1240.0,2.0,65.0,2
4885,Kanakpura Road,700.0,2.0,41.0,2
4889,Kanakpura Road,700.0,1.0,41.0,2
4891,Kanakpura Road,1100.0,3.0,58.0,3
4892,Kanakpura Road,1140.0,2.0,65.0,2
4894,Kanakpura Road,700.0,2.0,40.0,2
4897,Kanakpura Road,525.0,1.0,26.01,1
4901,Kanakpura Road,1322.0,2.0,70.0,2
4902,Kanakpura Road,1698.0,2.0,105.0,2
4903,Kanakpura Road,1300.0,3.0,69.0,3
4904,Kanakpura Road,1300.0,3.0,69.0,3
4906,Kanakpura Road,1167.0,2.0,63.0,2
4910,Kanakpura Road,1300.0,3.0,69.0,3
4915,Kanakpura Road,1430.0,2.0,78.0,2
4916,Kanakpura Road,700.0,2.0,36.0,2
4919,Kanakpura Road,525.0,2.0,27.0,1
4921,Kanakpura Road,1100.0,3.0,58.0,3
4926,Kanakpura Road,1300.0,2.0,69.0,3
4927,Kanakpura Road,2000.0,3.0,105.0,3
4928,Kanakpura Road,1200.0,2.0,62.0,2
4930,Kanakpura Road,1843.0,3.0,95.0,3
4933,Kanakpura Road,900.0,2.0,46.29,2
4934,Kanakpura Road,850.0,1.0,37.32,1
4936,Kanakpura Road,525.0,1.0,30.0,1
4937,Kanakpura Road,1938.0,3.0,105.0,3
4938,Kanakpura Road,1843.0,3.0,96.2,3
4939,Kanakpura Road,525.0,1.0,26.0,1
4943,Kanakpura Road,700.0,2.0,36.0,2
4944,Kanakpura Road,1622.0,3.0,95.0,3
4949,Kannamangala,957.0,2.0,58.0,2
4950,Kannamangala,957.0,2.0,56.0,2
4951,Kannamangala,3000.0,4.0,200.0,4
4952,Kannamangala,1536.0,3.0,89.0,3
4953,Kannamangala,2400.0,4.0,130.0,4
4954,Kannamangala,1574.0,3.0,93.34,3
4955,Kannamangala,957.0,2.0,52.5,2
4956,Kannamangala,1536.0,3.0,104.0,3
4957,Kannamangala,957.0,2.0,54.5,2
4958,Kannamangala,2422.0,4.0,135.0,4
4959,Kannamangala,957.0,2.0,55.0,2
4960,Kannamangala,957.0,2.0,56.0,2
4961,Karuna Nagar,2500.0,3.0,180.0,3
4962,Karuna Nagar,2500.0,3.0,190.0,3
4963,Karuna Nagar,1962.0,3.0,175.0,3
4964,Karuna Nagar,1057.0,2.0,65.0,2
4965,Karuna Nagar,1354.0,2.0,98.0,3
4966,Karuna Nagar,1945.0,3.0,115.0,3
4967,Karuna Nagar,1960.0,3.0,165.0,3
4968,Kasavanhalli,1060.0,2.0,58.06,2
4969,Kasavanhalli,1563.05,3.0,105.0,3
4970,Kasavanhalli,1717.0,3.0,99.0,3
4972,Kasavanhalli,3260.0,4.0,240.0,4
4973,Kasavanhalli,1349.0,2.0,78.0,2
4974,Kasavanhalli,1121.0,2.0,78.0,2
4975,Kasavanhalli,1100.0,2.0,50.0,2
4977,Kasavanhalli,1200.0,2.0,78.0,2
4980,Kasavanhalli,1476.0,3.0,89.0,3
4982,Kasavanhalli,1200.0,2.0,50.0,2
4983,Kasavanhalli,1719.0,3.0,116.0,3
4984,Kasavanhalli,1115.0,2.0,50.0,2
4985,Kasavanhalli,1125.0,2.0,61.2,2
4986,Kasavanhalli,2170.0,3.0,151.0,3
4989,Kasavanhalli,1476.0,3.0,95.0,3
4990,Kasavanhalli,1200.0,2.0,50.3,2
4992,Kasavanhalli,1787.0,3.0,123.0,3
4993,Kasavanhalli,1090.0,2.0,59.8,2
4994,Kasavanhalli,1691.0,3.0,104.0,3
4995,Kasavanhalli,4260.0,4.0,272.0,4
4996,Kasavanhalli,2111.0,4.0,120.0,3
4998,Kasavanhalli,950.0,2.0,39.0,2
5003,Kasavanhalli,770.0,1.0,43.82,1
5004,Kasavanhalli,1147.0,2.0,60.0,2
5005,Kasavanhalli,1375.0,2.0,72.0,2
5007,Kasavanhalli,1200.0,2.0,60.0,2
5008,Kasavanhalli,4260.0,4.0,333.0,4
5009,Kasavanhalli,1495.0,2.0,83.0,2
5010,Kasavanhalli,5000.0,2.0,400.0,2
5011,Kasavanhalli,4000.0,4.0,325.0,4
5013,Kasavanhalli,1917.0,3.0,132.0,3
5014,Kasavanhalli,1375.0,2.0,78.0,2
5015,Kasavanhalli,4408.0,4.0,344.0,4
5016,Kasavanhalli,1309.0,2.0,95.0,2
5017,Kasavanhalli,1476.0,3.0,105.0,3
5018,Kasavanhalli,1158.0,2.0,67.0,2
5019,Kasavanhalli,1214.0,2.0,67.0,2
5020,Kasavanhalli,2110.0,4.0,120.0,3
5021,Kasavanhalli,1495.0,2.0,110.0,2
5022,Kasavanhalli,1575.0,2.0,85.0,2
5023,Kasavanhalli,1069.0,2.0,55.0,2
5024,Kasavanhalli,1100.0,2.0,68.0,2
5025,Kasavanhalli,1715.0,3.0,112.0,3
5026,Kasavanhalli,1100.0,2.0,65.0,2
5027,Kasavanhalli,1230.0,2.0,66.25,2
5028,Kasavanhalli,1819.0,3.0,150.0,3
5031,Kasavanhalli,1585.0,2.0,90.0,2
5032,Kasavanhalli,1245.0,2.0,80.0,2
5033,Kasavanhalli,2035.0,3.0,142.0,3
5034,Kasavanhalli,1747.0,3.0,110.0,3
5035,Kasavanhalli,1377.0,2.0,80.0,2
5036,Kasavanhalli,1181.0,2.0,61.0,2
5037,Kasavanhalli,1121.0,2.0,75.0,2
5038,Kashi Nagar,1200.0,2.0,50.0,2
5039,Kasturi Nagar,1925.0,3.0,125.0,3
5040,Kasturi Nagar,1567.0,2.0,92.0,2
5043,Kasturi Nagar,1080.0,2.0,80.0,2
5044,Kasturi Nagar,1101.0,2.0,65.0,2
5046,Kasturi Nagar,1896.0,3.0,125.0,4
5047,Kasturi Nagar,1100.0,2.0,58.0,2
5048,Kasturi Nagar,1570.0,3.0,110.0,3
5049,Kasturi Nagar,1000.0,2.0,58.0,2
5050,Kasturi Nagar,1101.0,2.0,66.0,2
5051,Kasturi Nagar,2507.0,4.0,155.0,4
5052,Kathriguppe,1400.0,2.0,77.0,3
5053,Kathriguppe,1250.0,2.0,68.75,3
5054,Kathriguppe,1245.0,2.0,68.48,3
5055,Kathriguppe,1350.0,2.0,87.01,3
5056,Kathriguppe,1350.0,2.0,80.99,3
5057,Kathriguppe,1365.0,2.0,75.08,3
5058,Kathriguppe,1300.0,3.0,77.99,3
5059,Kathriguppe,1350.0,2.0,80.99,3
5060,Kathriguppe,1390.0,2.0,76.45,3
5061,Kathriguppe,1350.0,3.0,78.3,3
5062,Kathriguppe,1250.0,2.0,68.75,3
5063,Kathriguppe,1300.0,3.0,77.99,3
5064,Kathriguppe,1335.0,2.0,73.43,3
5065,Kathriguppe,1300.0,3.0,77.99,3
5066,Kathriguppe,1300.0,3.0,77.99,3
5067,Kathriguppe,1335.0,2.0,73.43,3
5068,Kathriguppe,1350.0,3.0,80.99,3
5069,Kathriguppe,1250.0,2.0,68.75,2
5070,Kathriguppe,1350.0,3.0,80.99,3
5071,Kattigenahalli,4100.0,7.0,140.0,7
5072,Kattigenahalli,2800.0,7.0,125.0,7
5073,Kattigenahalli,1062.0,2.0,47.0,2
5074,Kattigenahalli,1200.0,1.0,70.0,2
5075,Kaval Byrasandra,1200.0,2.0,52.0,2
5076,Kaval Byrasandra,1020.0,2.0,52.0,2
5077,Kaval Byrasandra,1200.0,2.0,49.5,2
5078,Kaval Byrasandra,945.0,2.0,50.0,2
5079,Kaval Byrasandra,1060.0,2.0,45.0,2
5080,Kaval Byrasandra,1100.0,2.0,46.0,2
5081,Kaval Byrasandra,1185.0,2.0,49.0,2
5082,Kaval Byrasandra,997.0,2.0,53.0,2
5083,Kaval Byrasandra,1060.0,2.0,42.0,2
5084,Kaval Byrasandra,480.0,1.0,25.0,1
5085,Kaval Byrasandra,1125.0,2.0,41.5,2
5086,Kaval Byrasandra,1180.0,2.0,60.0,2
5087,Kaval Byrasandra,1450.0,3.0,75.0,3
5088,Kaval Byrasandra,1066.0,2.0,55.0,2
5089,Kaval Byrasandra,1025.0,2.0,60.0,2
5090,Kaval Byrasandra,1400.0,3.0,75.0,3
5091,Kaverappa Layout,1269.72,2.0,68.0,2
5092,Kaverappa Layout,1265.0,2.0,70.0,2
5093,Kaverappa Layout,1012.0,2.0,59.0,2
5094,Kaverappa Layout,1250.0,2.0,68.0,2
5095,Kaverappa Layout,1540.0,3.0,85.0,3
5096,Kaverappa Layout,1220.0,2.0,65.0,2
5097,Kaverappa Layout,3535.0,4.0,215.0,4
5098,Kaveri Nagar,1900.0,3.0,155.0,3
5099,Kempapura,4200.0,5.0,225.0,5
5100,Kenchenahalli,1015.0,2.0,58.0,2
5101,Kenchenahalli,715.0,1.0,45.0,1
5102,Kenchenahalli,1150.0,2.0,58.0,2
5103,Kenchenahalli,1280.0,2.0,69.0,3
5105,Kenchenahalli,870.0,1.0,45.0,2
5106,Kenchenahalli,1150.0,2.0,60.0,2
5107,Kenchenahalli,700.0,1.0,35.0,1
5108,Kenchenahalli,1060.0,2.0,52.0,2
5109,Kenchenahalli,1150.0,2.0,57.0,2
5110,Kenchenahalli,1720.0,3.0,100.0,3
5111,Kenchenahalli,1015.0,2.0,60.0,2
5112,Kenchenhalli,1350.0,4.0,90.0,4
5114,Kengeri,750.0,2.0,38.0,2
5116,Kengeri,1197.0,2.0,50.0,2
5117,Kengeri,1200.0,2.0,58.0,2
5119,Kengeri,726.0,2.0,31.0,2
5121,Kengeri,1025.0,2.0,57.0,2
5123,Kengeri,1082.0,2.0,49.0,3
5126,Kengeri,750.0,2.0,36.0,2
5127,Kengeri,963.0,2.0,40.0,2
5129,Kengeri,726.0,2.0,35.0,2
5130,Kengeri,416.0,1.0,19.5,1
5131,Kengeri,900.0,2.0,45.0,2
5134,Kengeri,502.0,1.0,25.0,1
5136,Kengeri,1200.0,3.0,67.0,3
5137,Kengeri,725.0,2.0,30.0,2
5138,Kengeri,500.0,1.0,17.0,1
5139,Kengeri,540.0,1.0,22.5,1
5140,Kengeri,750.0,2.0,35.5,2
5141,Kengeri,1741.0,3.0,80.0,3
5143,Kengeri,1200.0,2.0,58.0,2
5146,Kengeri,750.0,2.0,36.5,2
5148,Kengeri,416.0,1.0,18.0,1
5150,Kengeri,883.0,2.0,49.0,2
5151,Kengeri,1052.0,2.0,51.0,2
5152,Kengeri,1220.0,2.0,63.0,2
5153,Kengeri,1150.0,1.0,52.0,1
5154,Kengeri,1192.0,2.0,53.5,2
5156,Kengeri,750.0,2.0,40.0,2
5157,Kengeri,1035.0,2.0,51.5,2
5158,Kengeri,3000.0,5.0,130.0,8
5159,Kengeri,410.0,1.0,15.0,1
5160,Kengeri,416.0,1.0,17.19,1
5163,Kengeri,2500.0,4.0,100.0,5
5164,Kengeri,550.0,1.0,16.75,1
5165,Kengeri Hobli,1082.0,2.0,42.0,3
5166,Kengeri Hobli,1840.0,1.0,95.0,2
5167,Kengeri Satellite Town,890.0,2.0,35.0,2
5168,Kengeri Satellite Town,883.0,2.0,45.0,2
5169,Kengeri Satellite Town,1415.0,2.0,66.0,3
5170,Kengeri Satellite Town,930.0,1.0,30.0,1
5171,Kengeri Satellite Town,1635.0,2.0,78.0,3
5172,Kengeri Satellite Town,1050.0,2.0,43.0,2
5173,Kengeri Satellite Town,1007.0,2.0,42.0,2
5174,Kengeri Satellite Town,635.0,1.0,22.0,2
5175,Kengeri Satellite Town,818.0,2.0,26.0,2
5176,Kengeri Satellite Town,1030.0,2.0,50.0,2
5177,Kengeri Satellite Town,1200.0,2.0,65.0,2
5178,Kengeri Satellite Town,795.0,2.0,32.0,2
5179,Kengeri Satellite Town,1302.5,2.0,44.285,2
5180,Kengeri Satellite Town,800.0,2.0,40.0,2
5181,Kengeri Satellite Town,654.0,1.0,22.0,1
5182,Kengeri Satellite Town,1060.0,2.0,42.0,2
5183,Kengeri Satellite Town,750.0,2.0,33.0,2
5184,Kengeri Satellite Town,920.0,2.0,39.0,2
5185,Kengeri Satellite Town,985.0,2.0,42.0,2
5186,Kengeri Satellite Town,410.0,1.0,15.0,1
5187,Kengeri Satellite Town,1120.0,2.0,49.0,2
5189,Kengeri Satellite Town,1110.0,2.0,43.0,2
5190,Kengeri Satellite Town,1170.0,2.0,50.0,2
5191,Kengeri Satellite Town,777.4,2.0,25.0,2
5192,Kengeri Satellite Town,800.0,2.0,32.0,2
5193,Kereguddadahalli,950.0,2.0,32.0,2
5194,Kereguddadahalli,1400.0,2.0,48.0,3
5195,Kereguddadahalli,800.0,2.0,28.0,2
5196,Kereguddadahalli,904.0,2.0,30.0,2
5198,Kereguddadahalli,1000.0,2.0,30.0,2
5199,Kereguddadahalli,1240.0,3.0,41.0,3
5200,Kereguddadahalli,600.0,1.0,19.5,1
5201,Kereguddadahalli,1080.0,2.0,32.0,2
5202,Kereguddadahalli,1000.0,2.0,34.0,2
5205,Kereguddadahalli,1015.0,2.0,35.0,2
5206,Keshava Nagar,1839.0,3.0,165.0,3
5207,Keshava Nagar,1904.0,3.0,155.0,3
5208,Keshava Nagar,1517.0,2.0,125.0,2
5209,Keshava Nagar,1839.0,3.0,160.0,3
5210,Kirloskar Layout,2400.0,4.0,89.0,4
5211,Kithaganur,1200.0,3.0,70.0,3
5212,Kodathi,850.0,2.0,27.0,2
5213,Kodathi,1033.0,2.0,31.5,3
5214,Kodathi,829.0,2.0,22.8,2
5215,Kodbisanhalli,1976.0,3.0,184.0,3
5216,Kodbisanhalli,1012.0,2.0,59.0,2
5217,Kodbisanhalli,1012.0,2.0,59.0,2
5218,Kodbisanhalli,1480.0,3.0,75.0,3
5219,Kodbisanhalli,1430.0,3.0,70.0,3
5220,Kodbisanhalli,1245.0,1.0,60.0,2
5221,Kodbisanhalli,1012.0,2.0,62.0,2
5222,Kodichikkanahalli,1190.0,2.0,57.0,3
5223,Kodichikkanahalli,995.0,2.0,41.0,2
5224,Kodichikkanahalli,2700.0,7.0,125.0,5
5225,Kodichikkanahalli,1495.0,2.0,75.0,3
5226,Kodichikkanahalli,1125.0,2.0,52.0,2
5227,Kodichikkanahalli,1150.0,2.0,48.0,2
5228,Kodichikkanahalli,1070.0,2.0,43.0,2
5229,Kodichikkanahalli,1620.0,2.0,85.0,3
5231,Kodichikkanahalli,1026.0,2.0,45.0,2
5232,Kodichikkanahalli,2500.0,7.0,125.0,5
5233,Kodichikkanahalli,450.0,1.0,18.0,1
5234,Kodichikkanahalli,907.0,2.0,38.5,2
5235,Kodichikkanahalli,1181.0,2.0,57.0,2
5236,Kodichikkanahalli,900.0,2.0,42.0,2
5238,Kodichikkanahalli,1400.0,3.0,66.0,3
5239,Kodichikkanahalli,976.0,2.0,50.0,2
5240,Kodichikkanahalli,2700.0,4.0,125.0,5
5241,Kodichikkanahalli,1299.0,2.0,58.0,2
5242,Kodigehaali,1166.0,2.0,55.0,2
5243,Kodigehaali,1320.0,3.0,65.0,3
5244,Kodigehaali,1117.0,2.0,56.0,2
5245,Kodigehaali,1200.0,2.0,55.0,2
5246,Kodigehaali,1200.0,2.0,60.0,2
5247,Kodigehaali,2120.0,3.0,177.0,3
5248,Kodigehaali,1013.0,2.0,51.0,2
5249,Kodigehaali,1324.0,3.0,65.0,3
5250,Kodigehaali,965.0,2.0,38.0,2
5251,Kodigehaali,866.0,2.0,32.0,2
5252,Kodigehaali,1442.0,3.0,80.0,3
5253,Kodigehalli,1270.0,2.0,98.0,2
5254,Kodigehalli,1200.0,2.0,48.0,2
5255,Kodigehalli,655.0,1.0,53.0,1
5256,Kodigehalli,1820.0,3.0,150.0,3
5257,Kodigehalli,635.0,1.0,28.0,2
5258,Kodigehalli,1200.0,4.0,156.0,3
5259,Kodihalli,3252.0,5.0,335.0,4
5260,Kodihalli,2700.0,4.0,270.0,3
5261,Kodihalli,2392.0,4.0,260.0,3
5262,Kodihalli,2408.0,4.0,260.0,3
5263,Kodihalli,2500.0,4.0,260.0,3
5264,Kodihalli,1620.0,3.0,130.0,3
5265,Kodihalli,3260.0,5.0,388.0,4
5266,Kodihalli,3197.0,5.0,335.0,4
5267,Kodihalli,1490.0,2.0,150.0,2
5268,Kodipalya,1440.0,4.0,88.0,4
5269,Kogilu,1909.0,3.0,88.0,3
5271,Kogilu,1170.0,2.0,51.99,2
5272,Kogilu,650.0,2.0,28.0,2
5273,Kogilu,1140.0,2.0,50.66,2
5274,Kogilu,1200.0,2.0,53.33,2
5275,Kogilu,1934.0,3.0,150.0,3
5276,Kogilu,540.0,1.0,36.0,1
5277,Kogilu,1559.0,3.0,127.0,3
5278,Kogilu,1190.0,2.0,50.66,2
5279,Kogilu,1140.0,2.0,50.66,2
5280,Kogilu,1559.0,3.0,120.0,3
5281,Kogilu,700.0,1.0,30.84,1
5282,Kogilu,1250.0,2.0,55.55,2
5283,Kogilu,1200.0,2.0,53.33,2
5284,Kogilu,952.0,2.0,49.0,2
5285,Kogilu,700.0,1.0,30.84,1
5286,Kogilu,1250.0,2.0,55.55,2
5287,Kogilu,2456.0,7.0,85.0,7
5288,Kogilu,1140.0,2.0,50.66,2
5289,Kogilu,1140.0,2.0,50.66,2
5290,Konanakunte,2791.0,3.0,223.0,3
5291,Konanakunte,884.0,1.0,58.0,2
5292,Konanakunte,1200.0,4.0,125.0,4
5293,Konanakunte,1200.0,2.0,130.0,4
5294,Konanakunte,2400.0,2.0,180.0,3
5295,Konanakunte,3746.0,6.0,375.0,4
5296,Konanakunte,1423.0,2.0,85.0,3
5297,Konanakunte Cross,3040.0,1.0,180.0,2
5298,Konanakunte Cross,1165.0,2.0,47.0,2
5299,Konanakunte Cross,1050.0,2.0,35.0,2
5300,Konena Agrahara,1075.0,2.0,57.0,2
5301,Konena Agrahara,1000.0,2.0,50.0,2
5302,Koramangala,1320.0,2.0,165.0,2
5303,Koramangala,1253.0,2.0,102.0,2
5304,Koramangala,1580.0,3.0,160.0,3
5306,Koramangala,3500.0,5.0,425.0,4
5307,Koramangala,1005.0,1.0,110.0,2
5308,Koramangala,2292.0,4.0,275.0,3
5310,Koramangala,1290.0,2.0,100.0,2
5311,Koramangala,1300.0,2.0,110.0,2
5313,Koramangala,1325.0,2.0,119.0,2
5314,Koramangala,1140.0,2.0,75.2,2
5315,Koramangala,1260.0,2.0,100.0,2
5316,Koramangala,1975.0,3.0,210.0,3
5317,Koramangala,1900.0,2.0,200.0,2
5319,Koramangala,2292.0,3.0,286.0,3
5320,Koramangala,2300.0,3.0,290.0,3
5323,Koramangala,2503.0,6.0,325.0,4
5325,Koramangala,1320.0,2.0,150.0,2
5326,Koramangala,1320.0,2.0,110.0,2
5327,Koramangala,5985.0,4.0,775.0,4
5328,Koramangala,2461.0,6.0,353.0,4
5330,Koramangala,2246.0,3.0,300.0,3
5333,Koramangala,1083.0,2.0,100.0,2
5334,Koramangala,1744.0,3.0,200.0,3
5335,Koramangala,1180.0,2.0,128.0,2
5336,Koramangala,1320.0,2.0,160.0,2
5337,Koramangala,1370.0,2.0,125.0,2
5338,Koramangala,1100.0,2.0,85.0,2
5339,Koramangala,1249.0,2.0,165.0,2
5340,Koramangala,1200.0,2.0,100.0,2
5342,Koramangala,2223.0,3.0,300.0,3
5343,Koramangala,1744.0,4.0,210.0,3
5344,Koramangala,1866.0,4.0,245.0,3
5345,Koramangala,1320.0,2.0,160.0,2
5346,Koramangala,1350.0,2.0,103.0,2
5347,Koramangala,6000.0,4.0,625.0,4
5349,Koramangala,1320.0,2.0,160.0,2
5350,Koramangala,1710.0,3.0,210.0,3
5351,Koramangala,1355.0,2.0,95.0,2
5352,Koramangala,1600.0,3.0,170.0,3
5353,Koramangala,1260.0,2.0,100.0,2
5356,Koramangala Industrial Layout,5000.0,5.0,600.0,4
5357,Kothannur,1206.0,2.0,48.23,2
5359,Kothannur,1100.0,2.0,40.0,2
5360,Kothannur,1197.0,2.0,47.88,2
5361,Kothannur,1197.0,2.0,47.8,2
5362,Kothannur,1070.0,2.0,42.79,2
5365,Kothannur,1070.0,2.0,38.6,2
5366,Kothannur,1485.0,2.0,59.4,3
5367,Kothannur,1215.0,2.0,48.6,3
5368,Kothannur,1404.0,2.0,56.15,3
5369,Kothanur,1200.0,2.0,51.0,2
5370,Kothanur,2400.0,2.0,150.0,3
5371,Kothanur,1828.0,3.0,110.0,3
5372,Kothanur,1186.0,2.0,58.0,2
5374,Kothanur,1847.0,3.0,105.0,3
5376,Kothanur,9600.0,5.0,550.0,5
5377,Kothanur,1435.0,3.0,70.0,3
5378,Kothanur,1187.0,2.0,58.0,2
5379,Kothanur,1847.0,3.0,110.0,3
5380,Kothanur,1460.0,3.0,71.0,3
5381,Kothanur,1185.0,2.0,59.0,2
5382,Kothanur,1436.0,3.0,70.0,3
5383,Kothanur,1462.0,3.0,71.0,3
5384,Kothanur,1790.0,3.0,105.0,3
5386,Kothanur,1070.0,2.0,45.5,2
5388,Kothanur,1145.0,2.0,56.0,2
5389,Kothanur,3401.0,5.0,230.0,4
5390,Kothanur,1455.0,2.0,69.0,2
5391,Kothanur,627.0,1.0,30.0,1
5392,Kothanur,1302.0,2.0,68.5,2
5393,Kothanur,1760.0,3.0,111.0,3
5394,Kothanur,1185.0,2.0,58.0,2
5395,Kothanur,1500.0,1.0,75.0,1
5396,Kothanur,1075.0,2.0,53.0,2
5397,Kothanur,1790.0,3.0,97.0,3
5398,Kothanur,2700.0,4.0,175.0,4
5399,Kothanur,1786.0,2.0,106.0,3
5400,Kothanur,1787.0,3.0,107.0,3
5401,Kothanur,1141.0,2.0,54.0,2
5402,Kothanur,1760.0,3.0,110.0,3
5404,Kothanur,1160.0,2.0,57.0,2
5405,Kothanur,1095.0,2.0,55.0,2
5406,Kothanur,1142.0,2.0,56.0,2
5407,Kothanur,1074.0,2.0,54.0,2
5408,Kothanur,1285.0,2.0,60.0,2
5409,Kothanur,1075.0,2.0,53.0,2
5410,Kothanur,1140.0,2.0,56.0,2
5411,Kothanur,1400.0,2.0,70.0,2
5414,Kothanur,1140.0,2.0,56.0,2
5415,Kothanur,1787.0,3.0,120.0,3
5416,Kothanur,1185.0,2.0,59.0,2
5418,Kothanur,1790.0,3.0,105.0,3
5419,Kothanur,1130.0,2.0,55.0,2
5420,Kothanur,1094.0,2.0,54.0,2
5421,Kothanur,1170.0,3.0,80.0,3
5422,Kothanur,1400.0,2.0,65.0,2
5423,Kothanur,1195.0,2.0,59.0,2
5424,Kothanur,1790.0,3.0,120.0,3
